,Words,Likelihoods
86,ullmann,1.9203310474977802
87,dialect,0.2195433564754519
88,flaunt,-0.31326117400931414
89,blanch,-1.1241913902256429
90,bee,-0.6317149051278489
91,skylin,0.4444245276882024
92,toughest,0.4852465222084574
93,reguli,0.6675680790024122
94,becuz,-0.7187262821174785
95,minx,-0.9418698334316883
96,cyberspac,1.0730331871105765
97,moviesâ,-0.025579101557533145
98,bo,-0.7024657612456982
99,demonstr,0.0715846468961147
100,ghod,0.6675680790024122
101,alphavil,0.37988600655063115
102,terrorist,-0.12510869690456616
103,awyer,-1.4118734626774239
104,exceptâ,-0.7187262821174785
105,chink,1.0730331871105765
106,difer,0.6675680790024122
107,lesson,0.35741315069857266
108,cusak,0.6675680790024122
109,spikey,-0.7187262821174785
110,pulaski,0.37988600655063115
111,patrizia,1.0730331871105765
112,tournament,-0.4851114309359734
113,azmi,2.3723161712408376
114,6200,-1.1241913902256429
115,cornwal,1.583858810876567
116,wheedl,1.0730331871105765
117,religion,-0.1797297813847917
118,ect,-1.1241913902256429
119,ruffin,0.6675680790024122
120,shodown,0.6675680790024122
121,cartman,1.9203310474977802
122,curios,-0.3797509152781471
123,tenderloin,-0.7187262821174785
124,jimenez,1.0730331871105765
125,savor,0.8217187588296705
126,carmilla,-1.1241913902256429
127,mastershot,-1.1241913902256429
128,koi,-0.7187262821174785
129,thalluri,2.0538624401223027
130,castellari,-0.025579101557533145
131,earthli,-0.02557910155753326
132,masterpiec,0.955250151454193
133,pander,-0.29384308815221255
134,snip,-0.02557910155753326
135,unorthodox,-0.025579101557533145
136,westminst,1.0730331871105765
137,elequ,0.6675680790024122
138,babbag,-0.5364047253235241
139,cuckold,0.667568079002412
140,oh,-1.0099734207337554
141,aldou,-1.1241913902256429
142,badâ,-0.7187262821174785
143,upanishad,-0.7187262821174785
144,leavin,0.6675680790024122
145,bed,0.20073402451795558
146,barbieri,0.6675680790024122
147,portion,0.12524378817705023
148,hiv,-1.4118734626774239
149,eponin,-3.244454926425734
150,whichâlegend,0.6675680790024122
151,1893,0.6675680790024122
152,shimit,0.6675680790024122
153,kangwon,1.3607152595623575
154,escapist,1.4784982952187409
155,penniless,-0.025579101557533374
156,eccelson,1.0730331871105765
157,bockwinkl,-1.1241913902256429
158,bloodiest,0.37988600655063115
159,chaya,0.6675680790024122
160,vase,1.583858810876567
161,concept,-0.36899581053155717
162,crucifi,0.3798860065506313
163,filmographi,0.1567424552364214
164,desol,0.6336665273267307
165,hither,-1.4118734626774239
166,dykstra,1.3607152595623575
167,decaf,0.6675680790024122
168,slay,-0.025579101557533145
169,brideshead,0.37988600655063115
170,punctur,-0.025579101557533145
171,inopportun,-0.43104420966569745
172,yamaguchi,1.9203310474977802
173,4eva,0.6675680790024122
174,appaul,-0.7187262821174785
175,veihicl,-1.1241913902256429
176,ackroyd,0.26210297089424783
177,arriag,-0.7187262821174785
178,mastana,0.6675680790024122
179,pycho,0.6675680790024122
180,plaster,-0.7187262821174786
181,cameramen,-0.5364047253235241
182,restructur,-0.025579101557533145
183,cousta,0.6675680790024122
184,scorces,-0.24872265287174292
185,11,0.4037534879572745
186,resourc,0.1601380442375598
187,cecsarian,0.6675680790024122
188,stonechild,0.6675680790024122
189,market,-0.1838031067724274
190,115,-0.5364047253235241
191,ootag,0.6675680790024122
192,nadi,0.6675680790024122
193,dechent,0.6675680790024122
194,monoth,0.667568079002412
195,tastebud,0.6675680790024122
196,zillionair,-1.1241913902256429
197,gutter,-0.3738857958257492
198,seagul,0.6675680790024122
199,bulldog,-0.7187262821174785
200,wnsd,-1.4118734626774239
201,perenni,-0.025579101557533145
202,opportunist,0.3310958423811991
203,reggiani,0.6675680790024122
204,myriad,0.09220393409885033
205,pain,-0.5903004935286561
206,rebel,0.31670710492909965
207,caugh,-0.7187262821174785
208,chmidt,0.6675680790024122
209,1853,-0.43104420966569745
210,manpow,-0.7187262821174785
211,speechless,-0.24872265287174292
212,weirder,0.26210297089424783
213,coma,-0.6133657664596524
214,etebari,1.0730331871105765
215,joanna,0.5722578991980872
216,etait,0.6675680790024122
217,hoop,1.3607152595623575
218,serrat,1.0730331871105765
219,conjoin,0.6675680790024122
220,employe,-0.3464868216376345
221,autopilot,-2.4234743743559037
222,obcess,1.583858810876567
223,dawson,0.2706867145856392
224,stenograph,0.6675680790024122
225,ardent,-0.5645756022902201
226,stain,-0.3440328326760678
227,spago,0.6675680790024122
228,charlsten,-0.7187262821174785
229,orangi,-0.7187262821174785
230,hongo,0.6675680790024122
231,trotta,2.0538624401223027
232,jano,1.9203310474977802
233,abhay,2.5393702559040037
234,townsman,0.6675680790024122
235,urmila,0.2257353267233729
236,coddl,-1.1241913902256429
237,screen,0.10740001845119607
238,gym,-0.21973511599849063
239,geograp,0.6675680790024122
240,mockney,-1.1241913902256429
241,ashor,0.26210297089424783
242,bene,-0.31326117400931414
243,legitimaci,-1.2783420700529013
244,javert,-2.3769543587210107
245,sugg,0.6675680790024122
246,hanka,2.4593275482304673
247,mondo,-0.7187262821174785
248,poplar,0.6675680790024122
249,steeli,0.8217187588296705
250,seltzer,0.37988600655063115
251,blah,-1.5172339783352502
252,warrior,-0.6133657664596521
253,strum,-0.9418698334316883
254,dolphin,0.9860218101209468
255,newlyw,-0.20790065835148797
256,convoy,0.6675680790024122
257,pitilessli,-1.4118734626774239
258,polloi,-1.4118734626774239
259,immateri,1.0730331871105765
260,pych,0.6675680790024122
261,destin,0.08949022822725394
262,horrigan,2.171645475778686
263,recuper,-0.025579101557533145
264,externalis,0.6675680790024122
265,hemingway,-2.915950859453698
266,jpdutta,-0.7187262821174785
267,shlitz,0.6675680790024122
268,unbalanc,-0.872876961944737
269,schizophernia,0.6675680790024122
270,migrant,1.0730331871105765
271,924,0.6675680790024122
272,ruthlessli,1.3607152595623575
273,boulder,-1.1887299113632142
274,herschel,-1.871405792055864
275,versionâ,-1.4118734626774239
276,227,1.3607152595623575
277,mastercard,0.6675680790024122
278,contempari,0.6675680790024122
279,rb,0.6675680790024122
280,sall,1.766180367670522
281,shudderi,0.19756444975667647
282,moham,1.4784982952187409
283,guild,-0.31326117400931414
284,aawip,0.6675680790024122
285,sand,-0.6407647406477667
286,maria,0.7026593988136822
287,lifeâ,0.6675680790024122
288,hunka,-0.7187262821174785
289,rigsbi,0.6675680790024122
290,neikov,0.6675680790024122
291,deprav,-0.4133446325662968
292,roxann,-0.7187262821174786
293,glyllenhal,0.6675680790024122
294,nonstraight,-1.1241913902256429
295,budapest,0.6675680790024119
296,unicorn,-0.872876961944737
297,leven,2.4593275482304673
298,emmi,0.7693507733123545
299,mothman,-1.4118734626774239
300,soooooo,-0.9418698334316883
301,twilight,0.5024883286429634
302,homestead,-0.31326117400931414
303,fictiti,0.5622075633445858
304,carrã©,-0.025579101557533145
305,armatur,-0.43104420966569745
306,tosser,-0.7187262821174785
307,beasti,0.8907116303166218
308,whaaa,-0.7187262821174785
309,joliet,0.6675680790024122
310,effi,-1.6350170139916336
311,perv,-1.6350170139916336
312,riski,0.9188825072833182
313,audit,-0.2648087906233675
314,aoi,0.6675680790024122
315,weatherman,0.37988600655063115
316,portli,-2.1050206432373693
317,bmwm,-1.1241913902256429
318,juarez,1.3607152595623575
319,jolli,0.09958404139647281
320,saunter,-0.7187262821174785
321,knowingâi,0.6675680790024122
322,franchot,0.6675680790024119
323,hime,1.0730331871105765
324,diffã©renceâ,-1.4118734626774239
325,concentr,-0.14336213721391675
326,dohn,-1.1241913902256429
327,bother,-1.2450056497853095
328,centerlin,-1.1241913902256429
329,mamet,0.42640602218552404
330,spainish,-0.7187262821174785
331,pierc,0.9478700441565704
332,fold,0.09958404139647281
333,junctur,0.6675680790024122
334,southern,0.23035427257966737
335,gah,-0.7187262821174785
336,monitor,0.37988600655063115
337,funhous,1.766180367670522
338,unsatisfactori,-0.43104420966569745
339,darth,0.7729285946602383
340,155âºf,-0.7187262821174785
341,junki,0.6393972020357157
342,kelley,-0.2262497970196844
343,doucett,-1.1241913902256429
344,straum,0.6675680790024122
345,agniezska,0.6675680790024122
346,thereat,-0.7187262821174785
347,undaunt,0.6675680790024122
348,idrissa,1.766180367670522
349,joã£o,0.6675680790024122
350,beasley,0.6675680790024122
351,friendliest,0.37988600655063115
352,goldsmith,0.929932343469903
353,gigli,-2.2768709001640284
354,krzyzewski,0.6675680790024122
355,sequenti,-0.7187262821174785
356,ughh,-1.1241913902256429
357,slope,-0.47756422530059045
358,kombat,-0.43104420966569745
359,vu,-0.20790065835148797
360,evzen,-1.4118734626774239
361,ugghhhh,-0.7187262821174785
362,50p,-1.1241913902256429
363,irankian,-1.4118734626774239
364,mincemeat,0.6675680790024122
365,hmv,-0.025579101557533145
366,masterson,2.5771105838868507
367,discoveri,0.5485087189864238
368,woaww,0.6675680790024122
369,sidney,1.1956355092029087
370,cup,0.2889142283449044
371,averil,2.0538624401223027
372,quella,0.6675680790024122
373,senegales,-1.1241913902256429
374,dencik,0.6675680790024122
375,bizzar,0.37988600655063115
376,puckett,-0.025579101557533145
377,lousiest,-0.43104420966569745
378,mill,-0.05732779987211351
379,painkil,-0.02557910155753326
380,schoolkid,-1.1241913902256429
381,legendari,0.317365649569297
382,vicodin,-0.7187262821174785
383,unipolar,1.0730331871105765
384,musicli,0.6675680790024122
385,collect,0.38533561131819594
386,westmor,1.583858810876567
387,cutlet,-0.7187262821174785
388,patient,0.795401450512297
389,cameron,-0.2166343383202425
390,tyra,1.8462230753440583
391,kavanagh,0.6675680790024122
392,sweeper,0.37988600655063115
393,dramaticis,-1.6350170139916336
394,strewn,0.26210297089424783
395,check,0.010876940403454396
396,condemn,0.3161701921645235
397,tobi,0.19756444975667647
398,bhangladesh,0.6675680790024122
399,basest,-0.43104420966569745
400,cavalri,1.500477201937516
401,rachel,0.29109050776750006
402,couldnt,-1.6350170139916336
403,hand,-0.07914254447962292
404,vertigin,0.6675680790024122
405,21st,-0.09703806553967813
406,tensionless,-1.6350170139916336
407,tonk,2.0538624401223027
408,trixi,-0.5364047253235241
409,grayer,1.3607152595623575
410,larg,0.1894132375259702
411,maximum,-0.14336213721391675
412,bullcrap,-1.1241913902256429
413,ãdith,0.6675680790024122
414,201,-0.7187262821174785
415,clutter,0.7053084069852591
416,swallow,-0.4916688314821323
417,fluff,-0.2222893958035874
418,ditmar,1.9203310474977802
419,delon,1.0304735726917806
420,charli,0.39930409240773274
421,thatcherit,1.0730331871105765
422,sapna,0.6675680790024122
423,surov,0.6675680790024122
424,barclay,-0.025579101557533145
425,dial,-1.5296564983338072
426,petain,0.6675680790024122
427,weinstein,-0.43104420966569745
428,effervesc,1.766180367670522
429,devalu,-0.7187262821174785
430,petrifi,-0.025579101557533374
431,dime,-0.9418698334316883
432,breathi,-1.1241913902256429
433,grumberg,0.6675680790024122
434,ummi,0.6675680790024122
435,tou,1.3607152595623575
436,unadorn,1.0730331871105765
437,cheif,-0.7187262821174785
438,diggstown,-0.7187262821174785
439,geld,1.0730331871105765
440,mendel,-1.1241913902256429
441,wigg,0.6675680790024122
442,losch,1.0730331871105765
443,a,0.6675680790024122
444,woooooohooooo,0.6675680790024122
445,greasi,-0.7187262821174785
446,belmonndo,0.6675680790024122
447,red,-0.10533149133093216
448,ministro,-1.1241913902256429
449,1947â,0.6675680790024122
450,cambodia,1.6326489750459992
451,tomanian,1.0730331871105765
452,cato,0.6675680790024122
453,sacred,0.6675680790024122
454,silencio,1.0730331871105765
455,videodrom,-0.025579101557533145
456,mccreari,0.6675680790024122
457,hasten,1.3607152595623575
458,freakshow,-1.1241913902256429
459,clumsili,-1.5296564983338075
460,suoi,0.6675680790024122
461,abba,-0.2879433660250243
462,sasquatsh,0.6675680790024122
463,vladimir,0.6675680790024122
464,sorri,-1.207572999164694
465,eccleston,-0.3738857958257492
466,seem,-0.29988612138806064
467,crow,0.09220393409885033
468,busiest,0.6675680790024122
469,kundun,0.6675680790024122
470,immigr,0.6993167773169924
471,ariszt,0.6675680790024122
472,pinatubo,-1.1241913902256429
473,psychotron,-0.7187262821174785
474,evolutionari,0.4852465222084574
475,fullback,0.6675680790024122
476,malform,0.6675680790024122
477,item,-0.1089607104965842
478,backstori,-0.02557910155753326
479,barrag,-0.31326117400931397
480,gallipolli,0.6675680790024122
481,pabst,1.2961767384247862
482,megadeth,0.6675680790024122
483,publicist,0.3798860065506313
484,bardot,1.9203310474977802
485,hocker,-0.7187262821174785
486,hummer,-0.02557910155753326
487,laze,-0.025579101557533145
488,familiarli,0.6675680790024122
489,yabba,0.6675680790024122
490,jetsom,-1.4118734626774239
491,hatley,0.6675680790024122
492,spray,-0.29384308815221255
493,outstand,1.5100115609248175
494,dickenson,-0.02557910155753326
495,bluf,1.766180367670522
496,mishandl,-0.31326117400931414
497,credit,-0.1547284791793742
498,scari,-0.43914141989831695
499,taoist,1.583858810876567
500,cartoon,0.18206026322071125
501,boater,0.6675680790024122
502,say,-0.23697786925968345
503,mail,0.20926048951986786
504,sandov,-1.1241913902256429
505,fannish,0.6675680790024122
506,jewish,0.30508479346793277
507,bearâ´,0.6675680790024122
508,inevit,0.32626491511153377
509,nickson,-1.9714892506128465
510,yamaoka,0.6675680790024122
511,sumptou,0.6675680790024122
512,gleen,0.6675680790024122
513,blowjob,-1.4118734626774239
514,sirico,1.583858810876567
515,kimbl,0.6675680790024122
516,pleasee,-1.1241913902256429
517,bischoff,0.6675680790024122
518,parker,1.0526243154793693
519,discreet,0.3798860065506313
520,buccan,0.5340366863778896
521,rhidian,0.6675680790024122
522,quanxin,0.6675680790024122
523,alesa,0.6675680790024122
524,reduct,-0.9418698334316883
525,1896,0.37988600655063115
526,dissapoint,-1.0064083545692595
527,narrativeâit,0.6675680790024122
528,unti,-1.1241913902256429
529,butterworth,-0.585194889492956
530,permeat,0.5934601068486902
531,pinki,2.3723161712408376
532,financi,0.027530723756415132
533,caress,-0.14336213721391664
534,bled,-1.1241913902256429
535,farscap,3.6379825445721132
536,subservi,-0.025579101557533145
537,facto,-1.4118734626774239
538,suppur,0.6675680790024122
539,wilfrid,-1.1241913902256429
540,lacan,-0.025579101557533145
541,brell,-0.7187262821174785
542,pitfal,0.37988600655063115
543,âcaus,0.6675680790024122
544,tropicana,-0.025579101557533145
545,loeb,-0.24872265287174292
546,malpractic,1.0730331871105765
547,electrod,-0.7187262821174785
548,ement,-1.1241913902256429
549,printout,-0.7187262821174785
550,ikeda,-1.1241913902256429
551,truest,1.0730331871105765
552,higham,0.6675680790024122
553,apprais,-0.025579101557533145
554,disproven,-0.7187262821174785
555,yicki,-0.7187262821174785
556,vardon,1.0730331871105765
557,hamlin,-2.2228036788937526
558,alexondra,0.6675680790024122
559,lika,-0.7187262821174785
560,deputi,-0.7538176019287485
561,alexei,0.37988600655063115
562,underdevelop,-0.907968281756007
563,crutch,-0.6133657664596524
564,haloween,-0.7187262821174785
565,whitlam,1.766180367670522
566,chanâ´,-0.7187262821174785
567,wunderbar,0.6675680790024122
568,oompah,-1.6350170139916336
569,reifi,0.6675680790024122
570,fish,-0.49818351250332615
571,calibur,1.9203310474977802
572,discharg,-0.6446183099637565
573,runeston,0.6675680790024122
574,unflatteringli,-1.1241913902256429
575,fosseâ,-0.7187262821174785
576,backu,-0.5364047253235241
577,threateningli,0.6675680790024122
578,unendur,-1.5296564983338072
579,wu,0.09220393409885033
580,aerith,-0.7187262821174785
581,addi,0.667568079002412
582,global,-0.09457197304448468
583,sete,0.6675680790024122
584,softer,0.667568079002412
585,kitten,0.6675680790024119
586,malais,0.5340366863778896
587,analogu,0.6675680790024122
588,misstep,0.5340366863778896
589,brain,-0.3419164297696903
590,cataton,-0.8140364619218035
591,overlaid,-0.9418698334316883
592,anselmo,1.3607152595623575
593,wager,1.0730331871105767
594,dissent,1.766180367670522
595,buka,2.613478228057726
596,lair,-0.852257674742001
597,obeis,-1.1241913902256429
598,reshot,-1.4118734626774239
599,prayâpray,-1.1241913902256429
600,daen,-0.7187262821174785
601,shider,-0.7187262821174785
602,disingenu,-0.9418698334316883
603,famin,1.6791689906808922
604,leif,-0.31326117400931414
605,pine,-1.0864510622427959
606,gobbi,-1.1241913902256429
607,mccree,0.6675680790024122
608,righteousâ,0.6675680790024122
609,farling,0.6675680790024122
610,eeeeeeeek,-0.7187262821174785
611,beuller,0.6675680790024122
612,tether,-0.025579101557533145
613,disappoint,-0.7308968177377337
614,filon,1.3607152595623575
615,facilit,2.171645475778686
616,twig,-0.025579101557533145
617,heroic,0.45821784982053815
618,aonn,0.6675680790024122
619,remak,-0.42633831862828503
620,sicili,1.0730331871105767
621,85,-0.16534104393269214
622,gabreil,0.6675680790024122
623,oooo,1.0730331871105765
624,upsid,-0.4467925666338367
625,reiter,-0.2768935298384393
626,88,0.4599287142241676
627,medioacr,-0.7187262821174785
628,graci,1.3607152595623573
629,powder,-0.9418698334316883
630,cryin,0.6675680790024122
631,lightish,0.6675680790024122
632,nakadei,1.583858810876567
633,ackman,-1.4118734626774239
634,radley,-0.43104420966569745
635,easygo,1.766180367670522
636,matilda,1.3607152595623575
637,moskowitz,2.171645475778686
638,sociopath,0.5934601068486902
639,horticulturalist,-1.4118734626774239
640,szilard,0.6675680790024122
641,sensual,0.9729497285535939
642,late,0.4658598084082675
643,fetu,0.26210297089424783
644,mental,-0.00013243589636889003
645,woopa,-0.7187262821174785
646,killjoy,-2.0404821220997977
647,funnel,0.26210297089424783
648,former,0.44901520139680134
649,mystic,0.7083900735226673
650,denier,1.0730331871105765
651,boblipton,0.6675680790024122
652,jilli,0.6675680790024122
653,quandari,-0.02557910155753326
654,5/2/45,-0.7187262821174785
655,atlant,1.3607152595623575
656,unsurprisingli,-0.1797297813847917
657,fractur,0.06973107824679158
658,obstacl,0.8498896357963667
659,zaroff,-2.1050206432373693
660,bakersfeild,-0.7187262821174785
661,233,-1.1241913902256429
662,edmondson,0.26210297089424783
663,symbolis,0.8907116303166218
664,her,0.009512218253736873
665,fondu,0.6675680790024122
666,given,-0.12658884896908917
667,malco,0.37988600655063115
668,bahrain,1.583858810876567
669,icarli,-3.116621554915849
670,bookshop,-1.1241913902256429
671,irreplac,1.3607152595623575
672,wolfi,0.6675680790024122
673,those,-1.4118734626774239
674,filmwis,0.6675680790024122
675,bafflingli,0.6675680790024122
676,ew,-0.5364047253235241
677,vogel,1.4784982952187409
678,prunefac,1.0730331871105765
679,eco,-1.4118734626774239
680,zzi,0.6675680790024122
681,dilemma,0.007210721265457601
682,pretens,0.05138193957859519
683,bloc,-0.7187262821174785
684,gape,-0.5562073526197038
685,pirovitch,0.6675680790024122
686,goffredo,-0.7187262821174785
687,54,-0.5364047253235241
688,tetsu,-0.7187262821174785
689,preadolesc,1.0730331871105765
690,today,0.9183135172252931
691,unscript,0.26210297089424783
692,unfortun,-0.6857361187148332
693,bric,-1.1241913902256429
694,chabrol,-1.7303271937959583
695,andov,0.6675680790024122
696,limpid,0.6675680790024122
697,nuther,0.6675680790024122
698,armstong,0.6675680790024122
699,gamer,0.26210297089424783
700,alterego,0.6675680790024122
701,mensroom,0.6675680790024122
702,zuber,1.0730331871105765
703,beginn,-1.0064083545692595
704,stocker,-1.4118734626774239
705,bogg,1.0730331871105765
706,fuel,0.22931314807125674
707,aggrandiz,-0.7187262821174785
708,consent,0.37988600655063115
709,drena,0.6675680790024122
710,epilepsi,0.37988600655063115
711,blacksploit,1.0730331871105765
712,tipper,1.3607152595623575
713,iss,-0.02557910155753326
714,ayin,0.6675680790024122
715,kumari,2.4593275482304673
716,macallum,-1.9714892506128465
717,breakbeat,-0.7187262821174785
718,plead,-0.3822540454962656
719,jealous,1.0730331871105765
720,situationsâ,0.6675680790024122
721,medium,0.30791250692554195
722,zimmet,0.6675680790024122
723,popey,0.8217187588296705
724,nonprofit,-0.7187262821174785
725,handbasket,0.6675680790024122
726,babaloo,0.6675680790024122
727,chief,0.6353072167841906
728,frigid,-0.025579101557533145
729,elwel,1.3607152595623575
730,choo,-0.31326117400931414
731,botticelli,1.3607152595623575
732,rame,0.6675680790024122
733,merryâ,0.6675680790024122
734,bath,-0.3569362375119756
735,jobber,-0.43104420966569745
736,unspoilt,0.6675680790024122
737,bethani,0.9860218101209468
738,touchesâlik,0.6675680790024122
739,sequel,-0.5754808357724828
740,nuditi,-0.6224662842901876
741,xtreme,-1.1241913902256429
742,mania,-0.585194889492956
743,1992,0.21080967650669716
744,kangaroo,-0.43104420966569745
745,it,-0.15911049418205592
746,compassion,0.13476354851764613
747,mackenzi,-1.1241913902256429
748,unremit,0.6675680790024122
749,baad,-0.7187262821174785
750,away,-0.073470389261948
751,campy,0.6675680790024122
752,movergo,0.6675680790024122
753,bagatel,0.6675680790024122
754,tong,-0.9418698334316884
755,grue,-1.4118734626774239
756,thrower,-0.025579101557533374
757,raddatz,0.6675680790024122
758,rockin,0.7853511146587956
759,sugarco,1.0730331871105765
760,misdemeanour,0.6675680790024122
761,stool,0.5340366863778896
762,guatamala,0.6675680790024122
763,veber,-1.4118734626774239
764,langaug,-0.7187262821174785
765,bsess,-0.7187262821174785
766,robi,-0.7187262821174785
767,permiss,-0.15074224451153925
768,mud,-1.1241913902256429
769,blood,-0.43199342663302964
770,merkerson,1.9203310474977802
771,kã¶rkarlen,1.0730331871105765
772,vagu,-0.20555048100653417
773,whitehous,-0.7187262821174785
774,loll,1.3607152595623575
775,rugged,0.6675680790024122
776,ashleigh,0.6675680790024122
777,appalachia,0.6675680790024122
778,hmmmmm,-0.025579101557533145
779,secret,0.005404443962433982
780,valoir,-0.7187262821174785
781,prune,-0.9418698334316883
782,1870,1.3607152595623575
783,hardlin,-0.7187262821174785
784,chhappan,1.0730331871105765
785,washroom,0.37988600655063115
786,jefe,-0.7187262821174785
787,darren,1.5250183108536337
788,fukasaku,-1.1241913902256429
789,shrunk,-0.43104420966569745
790,majd,1.0730331871105765
791,capot,0.6675680790024122
792,project,-0.503881533617964
793,duchi,1.0730331871105765
794,punctual,0.6675680790024122
795,godzilla,-0.8365093177738621
796,reconnaiss,-0.7187262821174785
797,nock,-0.025579101557533145
798,84th,0.6675680790024122
799,bogart,0.9960721459744482
800,alija,-0.7187262821174785
801,group,0.009997773009574254
802,owe,0.42173311648613165
803,fusion,0.5622075633445858
804,paig,-0.02557910155753326
805,sud,-0.5364047253235241
806,frwl,1.583858810876567
807,belden,2.171645475778686
808,med,0.9860218101209468
809,flatli,-1.1241913902256429
810,shepitko,2.2770059914365124
811,voiec,1.0730331871105765
812,fundamentalist,-1.9351216064419716
813,zekiria,0.6675680790024122
814,ein,1.583858810876567
815,almost,0.008838060924833054
816,boringest,-1.1241913902256429
817,keynot,-1.1241913902256429
818,7th,0.26210297089424767
819,tyler,0.23911345266954906
820,vohrer,0.6675680790024122
821,denholm,1.227183866937835
822,proselyt,-0.9418698334316883
823,warmth,0.6881873662051479
824,5/26/02,-1.1241913902256429
825,bluhn,0.6675680790024122
826,ty,-0.798768989791015
827,widman,0.6675680790024122
828,13,-0.3959528898544276
829,round,0.1960595585772562
830,juana,-1.1241913902256429
831,chakushin,-0.7187262821174785
832,kerkor,0.6675680790024122
833,oratori,-0.7187262821174785
834,louie,0.9860218101209468
835,baghdad,-1.2295519058834694
836,krzysztof,0.8907116303166218
837,goeffrey,0.6675680790024122
838,walker,-0.040177900978685975
839,astã©rix,2.171645475778686
840,flog,-1.5296564983338072
841,muh,0.6675680790024122
842,glorifi,-0.025579101557533145
843,80,0.05935255197884706
844,vep,0.6675680790024122
845,klinker,0.6675680790024122
846,househelp,0.6675680790024122
847,leir,0.6675680790024122
848,brag,0.2928746295610015
849,smart,0.1437617437637004
850,whodunit,0.6675680790024119
851,delv,0.2447112281823786
852,conneryâ´,1.0730331871105765
853,ativ,-0.7187262821174785
854,choca,-1.1241913902256429
855,hardwork,-0.025579101557533374
856,rock,0.3537475608053657
857,onr,0.6675680790024122
858,hobbyhors,0.6675680790024122
859,lankan,1.0730331871105765
860,taxpay,-0.24872265287174292
861,cauliflow,0.6675680790024122
862,bunk,0.8907116303166218
863,buffoonish,0.8907116303166218
864,koszulinski,-1.1241913902256429
865,marcus,-1.1241913902256429
866,shawshank,0.4599287142241676
867,wangl,0.6675680790024122
868,caract,-0.7187262821174785
869,wacki,0.16547613520517607
870,samson,0.8907116303166219
871,colleagu,-0.26977606206957533
872,rotn,0.6675680790024122
873,blyton,-0.7187262821174785
874,gypo,3.500781423058628
875,brugg,-1.1241913902256429
876,tewart,1.0730331871105765
877,sandow,-0.7187262821174785
878,outskirt,2.0538624401223027
879,borough,0.4444245276882024
880,forceabl,-0.7187262821174785
881,marionett,-0.025579101557533145
882,shrewder,-1.1241913902256429
883,eastwood,0.9836880867747266
884,vacil,1.227183866937835
885,circa,0.27980254799364856
886,senset,0.6675680790024122
887,mohanda,1.3607152595623575
888,clench,-0.025579101557533374
889,gdr,0.6675680790024122
890,she,-0.7187262821174785
891,muppetvis,1.0730331871105765
892,guppi,0.6675680790024122
893,incident,0.3611938735384786
894,arena,0.37988600655063115
895,abandon,-0.06161903804073018
896,stahl,0.8907116303166218
897,nesbit,-0.02557910155753326
